"﻿n","meaning","cognate_id","cognate_sources","language","lexeme","lexeme_sources"
19976,"vomit","1625","1","Gujarati","ULTI KERWI","1"
19977,"vomit","1625","1","Hindi","ULTI KERNU","1"
19978,"vomit","1625","1","Lahnda","ULTI KEREN","1"
19979,"vomit","1625","48","Urdu","qɛ kəɾnə, ʔulʈɪ kəɾnə","62"
19980,"vomit","1625","48","Marwari","chādabō","37"
19981,"vomit","1625","99","Marathi","ul'ʈi: kəɾ'ɳe","98, 98"
19982,"vomit","2033","1","Polish","vɨmʲɔˈtɔvaʨ","1, 107"
19983,"vomit","3069","48","Greek_Mod","KANO ANAGHULA","1"
19984,"vomit","3070","48","Nepali_List","CHADNU","1"
19985,"vomit","3070","48","Romani","CHADAMAN","1"
19986,"vomit","3070","48","Sindhi","chhanDarnu","38"
19987,"vomit","3071","69","Gujarati","OKWA","1"
19988,"vomit","3071","69","Marathi","'okɳe","1, 98"
19989,"vomit","3072","69","Nepali_List","UGELNU","1"
19990,"vomit","3072","69","Sindhi","OGAṆU","69"
19991,"vomit","3074","48","Old_English","spīw̄þ","28"
19992,"vomit","3074","48","Faroese","SPYGGJA","1"
19993,"vomit","3074","48","Swedish_List","spy:","1, 121"
19994,"vomit","3074","48","Swedish_VL","SPY","1"
19995,"vomit","3074","48","Frisian","'spɔ.i̯ə","1, 124"
19996,"vomit","3074","48","Old_Norse","spýja","4, 28"
19997,"vomit","3074","48","Gothic","(ga)speivan","25"
19998,"vomit","3074","56","Old_High_German","spīwit","28"
19999,"vomit","3075","48","Provencal","REGOULA","1"
20000,"vomit","3075","48","Catalan","TRAURER, GITAR","1"
20001,"vomit","3076","48","Breton_ST","diz'lɔ̃ŋkã","1, 125"
20002,"vomit","3076","48","Breton_List","DISLONKA","1"
20003,"vomit","3372","56","Classical_Armenian","orcay","28"
20004,"vomit","3372","56","Armenian_Mod","voɾʦˈkɑl","106"
20022,"walk","332","1","Flemish","LOOPEN","1"
20023,"walk","332","1","Frisian","LIPPEN","1"
20024,"walk","505","48","Albanian_G","VETE (VOJT)","68"
20025,"walk","538","1","Albanian_C","JEC","1"
20026,"walk","538","1","Albanian_K","ECEN","1"
20027,"walk","538","1","Albanian_Top","ECEN","1"
20028,"walk","950","1","Catalan","ə'na  ","1, 116"
20029,"walk","950","1","Portuguese_ST","ɐ̃ˈdaɾ","1, 108"
20030,"walk","950","1","Sardinian_C","PASSILLAI","1"
20031,"walk","950","1","Sardinian_L","PASSIZZARE","1"
20032,"walk","950","47","Latin","ambulāre","27, 28"
20033,"walk","950","1","Spanish","PASEAR","1"
20034,"walk","950","48","Sardinian_N","ANNARE","1"
20035,"walk","1076","1","Breton_List","KERZOUT, KERZET","1"
20036,"walk","1076","1","Breton_SE","KERHET","1"
20037,"walk","1076","1","Breton_ST","'kɛrzɛt","1, 125"
20038,"walk","1076","1","Welsh_C","CERDDED","1"
20039,"walk","1076","1","Welsh_N","CERDDED","1"
20040,"walk","1076","48","Cornish","kerdhes","42, 34"
20041,"walk","1216","1","Czech","xoɟɪt","1, 110"
20042,"walk","1216","1","Czech_E","XODYIT","1"
20043,"walk","1216","1","Lusatian_L","HIS","1"
20044,"walk","1216","1, 47","Lusatian_U","HIC","1"
20045,"walk","1216","1","Macedonian","ˈɔdi","1, 45"
20046,"walk","1216","1","Polish","CHODZIC","1"
20047,"walk","1216","1","Russian","xo'ditʲ","1, 92, 56"
20048,"walk","1216","1","Slovak","CHODIT","1"
20049,"walk","1216","1","Slovenian","HODIT","1"
20050,"walk","1216","1","Ukrainian","XODYTY","1"
20051,"walk","1216","48","Old_Church_Slavonic","xoditŭ","44, 28"
20052,"walk","1216","48","Serbocroatian","SETATI","1"
20053,"walk","1334","1","Danish","g̥ɔ","1, 97"
20054,"walk","1334","1","Faroese","GANGA","1"
20055,"walk","1334","1","German_ST","'ge:ən","1, 96"
20056,"walk","1334","1","Icelandic_ST","ˈkauŋka","1"
20057,"walk","1334","1","Riksmal","GA","1"
20058,"walk","1334","1","Swedish_List","GA  TILL FOTS ","1"
20059,"walk","1334","1","Swedish_Up","GA","1"
20060,"walk","1334","1","Swedish_VL","GA","1"
20061,"walk","1334","48","Old_Norse","ganga","4, 28"
20062,"walk","1334","48","Gothic","gaggiþ","28"
20063,"walk","1334","48","Luxembourgish","goen",""
20064,"walk","1334","48","Old_English","gæþ","28"
20065,"walk","1362","1","English_ST","wɔ:k ","1, 94"
20066,"walk","1408","1","French","maʀʃe","1, 91"
20067,"walk","1408","1","Provencal","MARCHA","1"
20068,"walk","1560","1","Greek_ML","PERPATO","1"
20069,"walk","1560","1","Greek_Mod","ˌpe̞rpaˈto̞","1, 111"
20070,"walk","1560","48","Ancient_Greek","(περι)πατεῖν","32, 47"
20071,"walk","1626","1","Gujarati","CALWU","1"
20072,"walk","1626","1","Hindi","CELNA","1"
20073,"walk","1626","1","Marathi","'tsalɳe","1, 98"
20074,"walk","1626","69","Oriya","cal(i)","24, 23, 69"
20075,"walk","1626","48","Bihari","cələb","29, 7"
20076,"walk","1626","48","Urdu","ʧəlnə","62"
20077,"walk","1626","48","Armenian_List","KALEB","1"
20078,"walk","1759","1","Irish_A","SIUBHAL","1"
20079,"walk","1821","1","Nepali_List","DULNU","1"
20080,"walk","1842","1","Lahnda","TUREN","1"
20081,"walk","1926","1","Lithuanian_ST","VAIKSCIOTI","1"
20082,"walk","2026","1","Persian_List","RAH RAFTAN","1"
20083,"walk","2026","1","Tadzik","RAFTAN","1"
20084,"walk","2370","48","Ancient_Greek","βαίνειν","32"
20085,"walk","2370","70","Vedic_Sanskrit","gácchati","28, 69"
20086,"walk","2376","48","Assamese","bule","9"
20087,"walk","2376","48","Oriya","bul-iba","23"
20088,"walk","2377","48","Hittite","iyatta","28, 68"
20089,"walk","2377","48","Tocharian_A","yäṣ","28"
20090,"walk","2377","47","Tocharian_B","yaṃ","28"
20091,"walk","2377","48","Marwari","jā","11, 12"
20092,"walk","2377","47","Ukrainian","ITY","1"
20093,"walk","2377","47","Latvian","iêt","1, 28"
20094,"walk","2377","47","Byelorussian","ISCI","1"
20095,"walk","2377","47","Old_Church_Slavonic","idetŭ","28"
20096,"walk","2377","110","Czech","jiːt","110"
20097,"walk","2381","47","Catalan","kəmi'na   ","1, 116"
20098,"walk","2381","47","Portuguese_ST","kɐmiˈɲaɾ","1, 108"
20099,"walk","2381","47","Ladin","CHAMINER","1"
20100,"walk","2381","47","Italian","kammi'nare","1, 90"
20101,"walk","2381","56","Friulian","cjaminâ","88"
20102,"walk","2381","56","Romansh","chaminar","89"
20103,"walk","2381","120","Spanish","kami'naɾ","120"
20104,"walk","3249","56","Iron_Ossetic","sɐw-","122"
20105,"walk","3249","56","Digor_Ossetic","cɐw-","122"
20106,"walk","3373","56","Armenian_Mod","ŠRJ ̌EL","1"
20107,"walk","3373","56","Classical_Armenian","šrǰi","28"
20150,"warm","155","1","Afghan","TOD","1"
20151,"warm","155","1","Waziri","TOD","1"
20152,"warm","155","48","Armenian_Mod","TOT`","1"
20153,"warm","333","1","Albanian_C","NGROXT","1"
20154,"warm","333","1","Albanian_G","NGROFET","1"
20155,"warm","333","1","Albanian_K","NGROXETE","1"
20156,"warm","333","1","Albanian_Top","NGROTE","1"
20157,"warm","333","1","Baluchi","GARM","1"
20158,"warm","333","1","Bengali","ɡɔɾɔm, ɡɔɽɔm","1, 114"
20159,"warm","333","1","Danish","vɑm","1, 97"
20160,"warm","333","1","Dutch_List","wɑrm","1, 95"
20161,"warm","333","1","English_ST","wɔ:m ","1, 94"
20162,"warm","333","1","Flemish","WARM","1"
20163,"warm","333","1","Frisian","vaːrm","1, 119"
20164,"warm","333","1","German_ST","varm","1, 96"
20165,"warm","333","1","Gujarati","GEREM","1"
20166,"warm","333","1","Hindi","GEREM","1"
20167,"warm","333","1","Lahnda","GERMI","1"
20168,"warm","333","1","Marathi","'gəɾəm","1, 98"
20169,"warm","333","1","Persian_List","GARM","1"
20170,"warm","333","1","Riksmal","VARM","1"
20171,"warm","333","1","Slovenian","GORKO","1"
20172,"warm","333","1","Swedish_List","varm","1"
20173,"warm","333","1","Swedish_Up","VARM","1"
20174,"warm","333","1","Swedish_VL","VARM","1"
20175,"warm","333","1","Tadzik","GARM","1"
20176,"warm","333","1","Wakhi","THIN","1"
20177,"warm","333","48","Ancient_Greek","tʰermós","32, 118"
20178,"warm","333","48","Kurdish","germ","64"
20179,"warm","333","48","Old_English","wearm","28"
20180,"warm","333","48","Luxembourgish","waarm",""
20181,"warm","333","48","Gothic","*warms","28"
20182,"warm","333","48","Old_Norse","varmr","4, 28"
20183,"warm","333","48","Oriya","gɔrɔmɔ","24"
20184,"warm","333","48","Assamese","gɒrɒm","24"
20185,"warm","333","48","Bihari","gərm","29"
20186,"warm","333","48","Urdu","ɡəɾm","62"
20187,"warm","333","48","Macedonian","GREE","1"
20188,"warm","333","56","Avestan","garəmō","28"
20189,"warm","333","56","Old_High_German","warm","28"
20190,"warm","333","56","Iron_Ossetic","qarm","122"
20191,"warm","333","56","Digor_Ossetic","ʁar","122"
20192,"warm","951","1","Portuguese_ST","kẽˈtɨ","1, 108"
20193,"warm","1077","1","Breton_List","TOMM","1"
20194,"warm","1077","1","Breton_SE","TUEM","1"
20195,"warm","1077","1","Breton_ST","tɔm","1, 125"
20196,"warm","1077","1","Bulgarian","ˈtɔpɤl","1, 110"
20197,"warm","1077","1","Byelorussian","CEPLY","1"
20198,"warm","1077","1","Czech","tɛpliː","1, 110"
20199,"warm","1077","1","Czech_E","TEPLE","1"
20200,"warm","1077","1","Lusatian_L","SOPLY","1"
20201,"warm","1077","1","Lusatian_U","COPLY","1"
20202,"warm","1077","1","Macedonian","TOPLI, TOPUL","1"
20203,"warm","1077","1","Polish","ˈʨɛpwɔ","1, 107"
20204,"warm","1077","1","Russian","'tʲoplɨj","1, 92, 56"
20205,"warm","1077","1","Serbocroatian","TOPLO","1"
20206,"warm","1077","1","Slovak","TEPLY","1"
20207,"warm","1077","1","Ukrainian","TEPLYJ","1"
20208,"warm","1077","1","Welsh_C","TWYM","1"
20209,"warm","1077","1","Welsh_N","TEG","1"
20210,"warm","1077","47","Latin","tepidus","27, 28"
20211,"warm","1077","47","Cornish","toemm","42, 15"
20212,"warm","1077","48","Bihari","tapəb","29, 7"
20213,"warm","1077","47","Old_Church_Slavonic","toplŭ","44, 28"
20214,"warm","1077","48","Old_Prussian","tapīs","33"
20215,"warm","1077","56","Avestan","taptō","28"
20216,"warm","1077","56","Old_Irish","té","28"
20217,"warm","1274","1","Catalan","kə'len   ","1, 116"
20218,"warm","1274","1","French","ʃo","1, 91"
20219,"warm","1274","1","Italian","'kaldo","1, 90"
20220,"warm","1274","1","Ladin","CHOD","1"
20221,"warm","1274","1","Latvian","SILTS","1"
20222,"warm","1274","1","Lithuanian_ST","‘ʃʲɪltɐs","1, 115"
20223,"warm","1274","1","Provencal","CAUD, AUDO","1"
20224,"warm","1274","1","Romanian_List","cald","1"
20225,"warm","1274","1","Sardinian_C","KALLENTI","1"
20226,"warm","1274","1","Sardinian_L","CALDU","1"
20227,"warm","1274","1","Sardinian_N","KAENTE","1"
20228,"warm","1274","1","Spanish","'kaliðo","1, 120"
20229,"warm","1274","1","Vlach","KELDURE","1"
20230,"warm","1274","1","Walloon","TCHOD","1"
20231,"warm","1274","1","Latin","ˈkalidus","27, 123"
20232,"warm","1274","70","Cornish","claiar","15"
20233,"warm","1274","70","Faroese","LYGGJUR","1"
20234,"warm","1274","56","Romansh","chaud","89"
20235,"warm","1274","56","Friulian","cjalt","88"
20236,"warm","1561","1","Greek_ML","DZESTOS","1"
20237,"warm","1561","1","Greek_Mod","ze̞ˈsto̞s","1, 111"
20238,"warm","1657","1","Romani","TATO","1"
20239,"warm","2385","48","Faroese","HEITUR","1"
20240,"warm","2385","48","Old_Norse","heitr","4"
20241,"warm","2385","","Icelandic_ST","ˈheiːtʏr",""
20242,"warm","3374","56","Armenian_List","DAK","1"
20243,"warm","3374","56","Armenian_Mod","tɑkʰ","106"
20263,"wash","156","1","Afghan","MINDZEL","1"
20264,"wash","156","1","Waziri","WINZEL","1"
20265,"wash","334","1","Danish","ˈvasg̥ʰə","1, 97"
20266,"wash","334","1","Dutch_List","'wɑsə(n)","1, 95"
20267,"wash","334","1","English_ST","wɒʃ ","1, 94"
20268,"wash","334","1","Flemish","WASSCHEN","1"
20269,"wash","334","1","German_ST","'vaʃn̩","1, 96"
20270,"wash","334","1","Riksmal","VASKE","1"
20271,"wash","334","48","Old_English","wæscþ","28"
20272,"wash","334","48","Luxembourgish","wäschen",""
20273,"wash","334","56","Old_High_German","waskit","28"
20274,"wash","334","1","Frisian","WAECHSE","1"
20275,"wash","506","1","Albanian_C","LAN","1"
20276,"wash","506","1","Albanian_G","LAJ","1"
20277,"wash","506","1","Albanian_K","LAAN","1"
20278,"wash","506","1","Albanian_Top","LHAN, AOR. LHAVA","1"
20279,"wash","662","1","Armenian_List","LUVAL","1"
20280,"wash","662","1","Armenian_Mod","ləˈvɑl","1, 106"
20281,"wash","662","47","Greek_Mod","ˈple̞no̞","1, 111"
20282,"wash","662","47","Greek_ML","PLUNO","1"
20283,"wash","662","48","Ancient_Greek","πλίνειν","32"
20284,"wash","662","56","Classical_Armenian","lowanay","28"
20285,"wash","744","1","Baluchi","SHODHAGH, SHUSTA","1"
20286,"wash","744","1","Persian_List","SHOSTAN","1"
20287,"wash","744","56","Tadzik","ʃustæn","1, 114"
20288,"wash","841","1","Bengali","DHOA","1"
20289,"wash","841","1","Gujarati","DHOWU","1"
20290,"wash","841","1","Hindi","DHONA","1"
20291,"wash","841","1","Lahnda","DHOWEN","1"
20292,"wash","841","1","Marathi","dʰuɳe","1, 98"
20293,"wash","841","1","Nepali_List","DHUNU, PAKHALNU, MAJNU","1"
20294,"wash","841","69","Assamese","dho","24"
20295,"wash","841","69","Oriya","dho-","24, 23"
20296,"wash","841","69","Urdu","d̪ʰonə","62"
20297,"wash","841","69","Sindhi","dhvəṇu","6"
20298,"wash","841","48","Bihari","dhob","29"
20299,"wash","952","1","French","lave","1, 91"
20300,"wash","952","1","Italian","la'vare","1, 90"
20301,"wash","952","1","Ladin","LAVER","1"
20302,"wash","952","1","Portuguese_ST","lɐˈvaɾ","1, 108"
20303,"wash","952","1","Provencal","LAVA","1"
20304,"wash","952","1","Romanian_List","a spăla","1"
20305,"wash","952","1","Sardinian_N","LAVARE","1"
20306,"wash","952","1","Spanish","la'βaɾ","1, 120"
20307,"wash","952","1","Vlach","LAU","1"
20308,"wash","952","1","Walloon","LAVER","1"
20309,"wash","952","48","Latin","lavāre","17, 28, 27"
20310,"wash","952","48","Ancient_Greek","loː́ɔː","32, 118"
20311,"wash","952","56","Romansh","lavar","89"
20312,"wash","952","56","Friulian","lavâ","88"
20313,"wash","1078","1","Breton_List","GWALC'HI","1"
20314,"wash","1078","1","Breton_SE","GOLHEIN","1"
20315,"wash","1078","1","Breton_ST","'gwalxĩ","1, 125"
20316,"wash","1078","1","Welsh_C","GOLCHI","1"
20317,"wash","1078","1","Welsh_N","GOLCHI, YMOLCHI (REFLEXIVE)","1"
20318,"wash","1078","48","Cornish","golghi","42, 15"
20319,"wash","1188","1","Bulgarian","ˈmijɐ","1, 110"
20320,"wash","1188","1","Byelorussian","MYC'","1"
20321,"wash","1188","1","Czech","miːt","1, 110"
20322,"wash","1188","1","Czech_E","UMIT","1"
20323,"wash","1188","1","Lusatian_L","MYS","1"
20324,"wash","1188","1","Lusatian_U","MYC","1"
20325,"wash","1188","1","Macedonian","MIE","1"
20326,"wash","1188","1","Polish","mɨʨ","1, 107"
20327,"wash","1188","1","Russian","mɨtʲ","1, 92, 56"
20328,"wash","1188","1","Slovak","MYT","1"
20329,"wash","1188","1","Ukrainian","MYTYSJA","1"
20330,"wash","1188","48","Old_Church_Slavonic","myjetŭ","44, 28"
20331,"wash","1386","1","Faroese","ˈtvɔːa","1"
20332,"wash","1386","1","Icelandic_ST","THVO","1"
20333,"wash","1386","1","Swedish_List","'tvɛta","1, 121"
20334,"wash","1386","1","Swedish_Up","TVATTA","1"
20335,"wash","1386","1","Swedish_VL","TZVAT","1"
20336,"wash","1386","48","Old_English","Þwieþ","28"
20337,"wash","1386","48","Gothic","þwahiþ","28"
20338,"wash","1386","48","Old_Norse","Þvá","4, 28"
20339,"wash","1796","1","Singhalese","SODANAWA","1"
20340,"wash","1796","1","Kashmiri","SORSHUN","1"
20341,"wash","3077","54","Tocharian_A","likäṣ","28"
20342,"wash","3077","54","Tocharian_B","laikanatär","28"
20343,"wash","3079","83","Vedic_Sanskrit","snā-","47"
20344,"wash","3079","83","Wakhi","WUZDI-","1"
20345,"wash","3080","47","Ancient_Greek","νίζειν","32"
20346,"wash","3080","47","Vedic_Sanskrit","nḗktēti","28, 41"
20347,"wash","3080","48","Irish_A","NIGHE","1"
20348,"wash","3080","48","Scots_Gaelic","nigh","61"
20349,"wash","3080","56","Old_Irish","nigid","28"
20350,"wash","3081","48","Kashmiri","CHALUN","1"
20351,"wash","3081","48","Romani","XALAVAV","1"
20352,"wash","3082","48","Serbocroatian","PRATI","1"
20353,"wash","3082","48","Czech_E","PRAT","1"
20354,"wash","3082","48","Ukrainian","PRATY","1"
20355,"wash","3082","48","Slovenian","PRAT","1"
20356,"wash","3083","47","Latvian","MAZGAT","1"
20357,"wash","3083","47","Lithuanian_ST","MAZGOTI","1"
20358,"wash","3083","48","Old_Prussian","aumūsnan","28"
20359,"wash","3250","56","Iron_Ossetic","ɐχš-","122"
20360,"wash","3250","56","Digor_Ossetic","ɐχsn-","122"
20378,"water","157","1","Afghan","OBE","1"
20379,"water","157","1","Baluchi","AF","1"
20380,"water","157","1","Persian_List","AB","1"
20381,"water","157","1","Tadzik","ɔːb","1, 114"
20382,"water","157","1","Waziri","EBO","1"
20383,"water","157","48","Kurdish","av","64"
20384,"water","157","56","Avestan","āfš","28"
20385,"water","157","56","Old_Persian","āpiš","28"
20386,"water","335","1","Albanian_C","UJ","1"
20387,"water","335","1","Albanian_G","UJT","1"
20388,"water","335","1","Albanian_K","UJE","1"
20389,"water","335","1","Albanian_Top","UJE","1"
20390,"water","335","1","Bulgarian","vo'da","1, 110"
20391,"water","335","1","Byelorussian","VADA","1"
20392,"water","335","1","Czech","voda","1, 110"
20393,"water","335","1","Czech_E","VODA","1"
20394,"water","335","1","Danish","van","1, 97"
20395,"water","335","1","Dutch_List","'watər","1, 95"
20396,"water","335","1","English_ST","'wɔ:tə ","1, 94"
20397,"water","335","1","Faroese","vatn","1"
20398,"water","335","1","Flemish","WATER","1"
20399,"water","335","1","Frisian","'vɛtər","1, 124"
20400,"water","335","1","German_ST","'vasɐ","1, 96"
20401,"water","335","1","Icelandic_ST","vaʰtn̥","1"
20402,"water","335","1","Irish_A","UISGE","1"
20403,"water","335","1","Latvian","UDENS","1"
20404,"water","335","1","Lithuanian_ST","ʋɐn’dʊɔ","1, 115"
20405,"water","335","1","Lusatian_L","WODA","1"
20406,"water","335","1","Lusatian_U","WODA","1"
20407,"water","335","1","Macedonian","VODA","1"
20408,"water","335","1","Polish","ˈvɔda","1, 107"
20409,"water","335","1","Riksmal","VANN","1"
20410,"water","335","1","Russian","vo'da","1, 92, 56"
20411,"water","335","1","Serbocroatian","VODA","1"
20412,"water","335","1","Singhalese","WATURA","1"
20413,"water","335","1","Slovak","VODA","1"
20414,"water","335","1","Slovenian","VODA","1"
20415,"water","335","1","Swedish_List","ˈvatɛn","1"
20416,"water","335","1","Swedish_Up","VATTEN","1"
20417,"water","335","1","Swedish_VL","VATN","1"
20418,"water","335","1","Ukrainian","VODA","1"
20419,"water","335","56","Old_Norse","vatn","4, 28"
20420,"water","335","56","Scots_Gaelic","ɯʃɡ̊ʲɪ","61, 113"
20421,"water","335","56","Old_English","wæter","28"
20422,"water","335","48","Ancient_Greek","hʉdɔːr","32, 118"
20423,"water","335","48","Gothic","watō","28"
20424,"water","335","48","Luxembourgish","Waasser",""
20425,"water","335","48","Hittite","wātar","28"
20426,"water","335","48","Old_Church_Slavonic","voda","44, 28"
20427,"water","335","70","Old_Prussian","unds","28"
20428,"water","335","47","Vedic_Sanskrit","ud(á)n-","1"
20429,"water","335","56","Old_High_German","wazzar","28"
20430,"water","335","56","Old_Irish","uisce","28"
20431,"water","335","56","Iron_Ossetic","don","122"
20432,"water","335","56","Digor_Ossetic","don","122"
20433,"water","663","1","Armenian_List","CZOOR","1"
20434,"water","663","1","Armenian_Mod","ʤuɾ","1, 106"
20435,"water","663","56","Classical_Armenian","ǰowr","28"
20436,"water","842","1","Gujarati","paɳi","1, 104"
20437,"water","842","1","Romani","PAI","1"
20438,"water","842","1","Hindi","pa:ni:","1, 114"
20439,"water","842","1","Kashmiri","PONU","1"
20440,"water","842","1","Lahnda","PANI","1"
20441,"water","842","1","Marathi","'oaɳi:","1, 98"
20442,"water","842","1","Nepali_List","PANI","1"
20443,"water","842","48","Sindhi","pāṇī","6"
20444,"water","842","48","Urdu","pɑni","62"
20445,"water","842","48","Bihari","pain","29"
20446,"water","842","48","Marwari","paɳi","12, 36"
20447,"water","842","48","Assamese","pānī","24, 9"
20448,"water","842","48","Oriya","paṇi","24, 23"
20449,"water","953","1","Catalan","'ajɣwə, 'ajɣwa","1, 89"
20450,"water","953","1","French","o","1, 91"
20451,"water","953","1","Italian","'akkwa","1, 90"
20452,"water","953","1","Ladin","OVA","1"
20453,"water","953","1","Portuguese_ST","ˈaɡwɐ","1, 108"
20454,"water","953","1","Provencal","AIGO","1"
