"﻿n","meaning","cognate_id","cognate_sources","language","lexeme","lexeme_sources"
5862,"float","1226","1","Greek_ML","PLEBO","1"
5863,"float","1226","1","Greek_Mod","ˈple̞ˌo̞","1, 111"
5864,"float","1226","1","Icelandic_ST","ˈfljouːta","1"
5865,"float","1226","1","Latvian","PELDET","1"
5866,"float","1226","1","Lithuanian_ST","PLAUKTI","1"
5867,"float","1226","1","Macedonian","PLIVA, PLOVI","1"
5868,"float","1226","1","Polish","ˈpwɨvaʨ","1, 107"
5869,"float","1226","1","Riksmal","FLYTE","1"
5870,"float","1226","1","Russian","'plavatʲ","1, 92, 56"
5871,"float","1226","1","Serbocroatian","PLOVITI","1"
5872,"float","1226","1","Slovak","PLAVAT","1"
5873,"float","1226","1","Slovenian","PLAVAT","1"
5874,"float","1226","1","Swedish_List","'fly:ta","1, 121"
5875,"float","1226","1","Swedish_Up","FLYTA","1"
5876,"float","1226","1","Swedish_VL","FLYT","1"
5877,"float","1226","1","Ukrainian","PLAVATY","1"
5878,"float","1226","47","Old_Norse","fljóta","4"
5879,"float","1226","47","Old_English","flotaþ","28"
5880,"float","1226","47","Old_Church_Slavonic","plovetŭ","28"
5881,"float","1226","47","Romanian_List","a pluti","1"
5882,"float","1226","56","Tocharian_B","pluṣäṃ","28"
5883,"float","1226","79","Armenian_Mod","LUAL","1, 79"
5884,"float","1226","70","Vedic_Sanskrit","právatē","28"
5885,"float","1226","47","Czech","ploʊ̯t","47, 110"
5886,"float","1226","47","Provencal","FLOUTA, FLOUQUEJA","1"
5887,"float","1226","47","French","flɔte","1, 91"
5888,"float","1226","47","Walloon","FLOTER","1"
5889,"float","1226","48","Spanish","flo'taɾ","1, 120"
5890,"float","1226","56","Romansh","flottar","89"
5891,"float","1226","99","Portuguese_ST","flutuˈaɾ","108"
5892,"float","1226","99, 110","Bulgarian","ˈplavɐm","110"
5893,"float","1226","56","Old_High_German","fliuzit","28"
5894,"float","1226","47","Latin","fluitat","28"
5895,"float","1226","56","Classical_Armenian","lołay","28"
5896,"float","1603","1","Gujarati","TEREWU","1"
5897,"float","1603","1","Hindi","UTERANA","1"
5898,"float","1603","1","Lahnda","TAEREN","1"
5899,"float","1603","1","Marathi","tə'ɾãŋgɳe","1, 98"
5900,"float","1603","56","Urdu","t̪ɛɾnə","62"
5901,"float","1770","1","Italian","galled'dʒare","1, 90"
5902,"float","1770","1","Sardinian_C","GALLEGAI","1"
5903,"float","1770","1","Sardinian_L","GALLIZZARE","1"
5904,"float","1770","1","Sardinian_N","GALLEJJARE","1"
5905,"float","1806","1","Waziri","BAIYEDEL","1"
5906,"float","1951","1","Nepali_List","PAURANU","1"
5907,"float","1951","1","Singhalese","PAVENAWA","1"
5908,"float","2269","47","Luxembourgish","schwiewen",""
5909,"float","2269","47","German_ST","'ʃvɪmən","47, 96"
5910,"float","2269","56","Old_High_German","swebēt","28"
5911,"float","2270","56","Oriya","bhɔs-","24, 23"
5912,"float","2270","56","Bengali","BHASA","1"
5913,"float","2645","48","Albanian_K","VETE MBII DEET","1"
5914,"float","2645","48","Albanian_Top","JAM MBI VALET","1"
5915,"float","2646","48","Bulgarian","DA SE NOSI","1"
5916,"float","2646","48","Czech","VZNASETI SE","1"
5934,"flow","40","1","Afghan","BAHEDEL","1"
5935,"flow","40","1","Baluchi","BAHAGH, BAHITHA","1"
5936,"flow","40","1","Gujarati","WEHEWU","1"
5937,"flow","40","1","Hindi","BEHNA","1"
5938,"flow","40","1","Kashmiri","WAHUN","1"
5939,"flow","40","1","Lahnda","WAWEN","1"
5940,"flow","40","1","Marathi","'waɦne","1, 98"
5941,"flow","40","1","Nepali_List","BAGNU, BAHANU","1"
5942,"flow","40","56","Urdu","bəhnə","62"
5943,"flow","40","56","Marwari","bahaṇō","11"
5944,"flow","40","48","Waziri","BAIYEDEL","1"
5945,"flow","40","48","Assamese","bɒ","24"
5946,"flow","40","48","Oriya","bɔh-","24, 23"
5947,"flow","40","48","Bengali","BOOA","1"
5948,"flow","40","48","Bihari","bəhəb","29"
5949,"flow","222","1","Byelorussian","PLYC'","1"
5950,"flow","222","1","Danish","ˈfly:ðə","1, 97"
5951,"flow","222","1","Dutch_List","'vlujə(n)","1, 95"
5952,"flow","222","1","English_ST","fləʊ ","1, 94"
5953,"flow","222","1","German_ST","'fli:sn̩","1, 96"
5954,"flow","222","1","Latvian","PLUST","1"
5955,"flow","222","1","Slovak","PLYNUT","1"
5956,"flow","222","1","Slovenian","PLAVATI","1"
5957,"flow","222","1","Swedish_List","'fly:ta","1, 121"
5958,"flow","222","1","Swedish_Up","FLYTA","1"
5959,"flow","222","1","Swedish_VL","FLYT","1"
5960,"flow","222","56","Luxembourgish","fléissen",""
5961,"flow","222","47","Old_Norse","flýtr","28"
5962,"flow","222","47","Old_English","flēwþ","28"
5963,"flow","222","99","Polish","ˈpwɨnɔ̃ʨ","107"
5964,"flow","222","56","Avestan","γžāraiti","28"
5965,"flow","398","1","Albanian_G","RRJEDH","1"
5966,"flow","398","1","Albanian_K","RETH","1"
5967,"flow","398","1","Albanian_Top","RIETH","1"
5968,"flow","398","56","Old_Irish","rethid","28"
5969,"flow","590","1","Armenian_List","HOSIL","1"
5970,"flow","590","1","Armenian_Mod","HOSEL","1"
5971,"flow","879","1","French","kule","1, 91"
5972,"flow","879","1","Provencal","COULA","1"
5973,"flow","879","1","Walloon","COLER","1"
5974,"flow","879","1","Italian","ko'lare","1, 90"
5975,"flow","879","56","Friulian","scolâ","88"
5976,"flow","1004","1","Breton_List","BERA","1"
5977,"flow","1004","1","Breton_ST","'be:rã ","1, 125"
5978,"flow","1004","1","Breton_SE","BEREIN","1"
5979,"flow","1004","48","Cornish","bera","42"
5980,"flow","1132","1","Bulgarian","tɛˈkɐ","1, 110"
5981,"flow","1132","1","Czech","tɛːtst","1, 110"
5982,"flow","1132","1","Czech_E","TECIT","1"
5983,"flow","1132","1","Lithuanian_ST","TEKETI","1"
5984,"flow","1132","1","Lusatian_L","SAC","1"
5985,"flow","1132","1","Lusatian_U","CEC","1"
5986,"flow","1132","1","Macedonian","TECE","1"
5987,"flow","1132","1","Polish","CIEC","1"
5988,"flow","1132","1","Russian","tʲetʃ","1, 92, 56"
5989,"flow","1132","1","Serbocroatian","TECI","1"
5990,"flow","1132","1","Ukrainian","TEKTY","1"
5991,"flow","1132","56","Old_Church_Slavonic","tečetŭ","44, 28"
5992,"flow","1132","56","Old_Prussian","tektweī","33"
5993,"flow","1132","56","Latvian","tęk","28"
5994,"flow","1132","48","Breton_List","REDEK","1"
5995,"flow","1132","50","Breton_SE","RIDEK","1"
5996,"flow","1132","50","Irish_A","RITH","1"
5997,"flow","1132","50","Scots_Gaelic","ruith","61"
5998,"flow","1132","50","Breton_ST","'re:dɛk","1, 125"
5999,"flow","1132","47","Greek_ML","TRECHEI","1"
6000,"flow","1132","47","Faroese","RENNA","1"
6001,"flow","1132","47","Icelandic_ST","RENNA","1"
6002,"flow","1132","47","Riksmal","RENNE","1"
6003,"flow","1132","47","Swedish_VL","RIN","1"
6004,"flow","1132","47","Swedish_Up","RINNA","1"
6005,"flow","1132","47","Old_Norse","renna","4, 28"
6006,"flow","1132","47","Gothic","rinniþ","28"
6007,"flow","1132","47","Catalan","'korə   ","1, 116"
6008,"flow","1132","47","Sardinian_L","ISCURRERE","1"
6009,"flow","1132","47","Sardinian_N","ISKURRERE","1"
6010,"flow","1132","47","Portuguese_ST","CORRER","1"
6011,"flow","1132","47","Italian","'skorrere","1, 90"
6012,"flow","1132","47","Romanian_List","a curge","1"
6013,"flow","1132","48","Cornish","redek","15"
6014,"flow","1132","119, 48","Swedish_List","'rina","121, 119"
6015,"flow","1132","56","Old_High_German","rinnit","28"
6016,"flow","1484","1","Greek_Mod","ˈre̞ˌo̞","1, 111"
6017,"flow","1484","47","Vedic_Sanskrit","srávati","28"
6018,"flow","1484","47","Ancient_Greek","ῥεῖν","32"
6019,"flow","1484","47","Swedish_List","'strøma","1, 121"
6020,"flow","1484","47","Frisian","STROME","1"
6021,"flow","1484","47","Flemish","STROMEN","1"
6022,"flow","1484","47","Dutch_List","STROOMEN","1"
6023,"flow","1992","1","Persian_List","JARI SHODAN","1"
6024,"flow","1992","1","Tadzik","CORI SUD","1"
6025,"flow","1992","1","Wakhi","CAU","1"
6026,"flow","2149","1","Welsh_C","LLIFO","1"
6027,"flow","2149","1","Welsh_N","LLIFO","1"
6028,"flow","2660","47","Latin","fluere","17, 28, 27"
6029,"flow","2660","47, 47","Italian","flu'ire","1, 90"
6030,"flow","2660","47","Ladin","FLUIR","1"
6031,"flow","2660","47","Spanish","flu'iɾ","1, 120"
6032,"flow","2660","48","Sardinian_C","KURRI","1"
6033,"flow","2660","56","Romansh","fluir","89"
6034,"flow","2660","99","Portuguese_ST","fluˈiɾ","108"
6035,"flow","2660","56","Old_High_German","fliuzit","28"
6036,"flow","2661","48","Catalan","rə'ʒa      ","1, 116"
6037,"flow","2661","48","Provencal","RAJA","1"
6038,"flow","2662","50","Cornish","dinewi","42"
6039,"flow","2662","50","Breton_List","DIVERA","1"
6040,"flow","3282","56","Iron_Ossetic","kɐl-","122"
6041,"flow","3282","56","Digor_Ossetic","kɐl-","122"
6055,"flower","41","1","Afghan","GUL","1"
6056,"flower","41","1","Persian_List","GOL","1"
6057,"flower","41","1","Tadzik","gul","1, 114"
6058,"flower","41","1","Waziri","GUL","1"
6059,"flower","41","56","Kashmiri","GUL","1"
6060,"flower","41","1","Wakhi","GUL","1"
6061,"flower","223","1","Breton_List","BLEUN, BLEUNV","1"
6062,"flower","223","1","Breton_SE","BLEUENN","1"
6063,"flower","223","1","Breton_ST","BLEUNIENN","1"
6064,"flower","223","1","Catalan","flɔ, flɔ̞ɾ","1, 89"
6065,"flower","223","1","Danish","b̥lʌmsd̥ʰ","1, 97"
6066,"flower","223","1","Dutch_List","blum","1, 95"
6067,"flower","223","1","Faroese","ˈblɔuma","1"
6068,"flower","223","1","Flemish","BLOEM","1"
6069,"flower","223","1","French","flœʀ","1, 91"
6070,"flower","223","1","Frisian","blom","1, 124"
6071,"flower","223","1","German_ST","'blu:mə","1, 96"
6072,"flower","223","1","Icelandic_ST","plouːm","1"
6073,"flower","223","1","Irish_A","BLATH","1"
6074,"flower","223","1","Italian","'fjore","1, 90"
6075,"flower","223","1","Ladin","FLUR","1"
6076,"flower","223","1","Portuguese_ST","floɾ","1, 108"
6077,"flower","223","1","Provencal","FLOUR, FLOUS","1"
6078,"flower","223","1","Riksmal","BLOMST","1"
6079,"flower","223","1","Romanian_List","ˈflware","1, 112"
6080,"flower","223","1","Sardinian_C","FRORI","1"
6081,"flower","223","1","Sardinian_L","FIORE","1"
6082,"flower","223","1","Sardinian_N","FRORE","1"
6083,"flower","223","1","Spanish","floɾ","1, 120"
6084,"flower","223","1","Swedish_List","'blɔmstər","1, 121"
6085,"flower","223","1","Swedish_Up","BLOMMA","1"
6086,"flower","223","1","Swedish_VL","BLOMA","1"
6087,"flower","223","1","Walloon","FLEUR","1"
6088,"flower","223","1","Welsh_C","BLODYN","1"
6089,"flower","223","1","Welsh_N","BLODEUYN","1"
6090,"flower","223","47","Latin","floːs","17, 28, 27, 123"
6091,"flower","223","47","Old_English","blōstma","28"
6092,"flower","223","56","Scots_Gaelic","flùr","61"
6093,"flower","223","47","Cornish","bleujenn","42, 34"
6094,"flower","223","48","Luxembourgish","Blumm",""
6095,"flower","223","48","Old_Norse","blóm","4, 28"
6096,"flower","223","48","Gothic","bloma","18"
6097,"flower","223","47","English_ST","flaʊə ","1, 94"
6098,"flower","223","56","Romansh","flur","89"
6099,"flower","223","56","Friulian","flôr","88"
6100,"flower","223","56","Old_High_German","bluomo","28"
6101,"flower","223","56","Old_Irish","bláth","28"
6102,"flower","223","28","Oscan","*fluus-","28"
6103,"flower","399","1","Albanian_C","LULE","1"
6104,"flower","399","1","Albanian_G","LULE","1"
6105,"flower","399","1","Albanian_K","LULE","1"
6106,"flower","399","1","Albanian_Top","LULE","1"
6107,"flower","399","68","Hittite","alil","28"
6108,"flower","399","48","Vlach","LILICE","1"
6109,"flower","399","47","Greek_Mod","luˈluði","1, 111"
6110,"flower","399","47","Greek_ML","LOULOUDI","1"
6111,"flower","399","47","Romani","LULUGI","1"
6112,"flower","704","1","Baluchi","PHUL","1"
6113,"flower","704","1","Bengali","pʰul, ful","1, 114"
6114,"flower","704","1","Gujarati","FUL","1"
6115,"flower","704","1","Hindi","pʰul","1, 114"
6116,"flower","704","1","Lahnda","PHUL","1"
6117,"flower","704","1","Marathi","pʰu:l","1, 98"
6118,"flower","704","1","Nepali_List","PHUL","1"
6119,"flower","704","56","Urdu","pʰul","62"
6120,"flower","704","56","Assamese","phul","24"
6121,"flower","704","56","Sindhi","phulu","30"
6122,"flower","704","56","Oriya","phulɔ","24, 23"
6123,"flower","704","56","Bihari","phul","29"
6124,"flower","704","56","Marwari","phul","12"
6125,"flower","1133","1","Bulgarian","ˈt͡svɛtɛ","1, 110"
6126,"flower","1133","1","Byelorussian","KVETKA","1"
6127,"flower","1133","1","Czech","kvjɛt","1"
6128,"flower","1133","1","Czech_E","KVITKO","1"
6129,"flower","1133","1","Lusatian_L","KWET","1"
6130,"flower","1133","1","Lusatian_U","KWET","1"
6131,"flower","1133","1","Macedonian","CVET","1"
6132,"flower","1133","1","Polish","kfʲat","1, 107"
6133,"flower","1133","1","Russian","tsvʲet","1, 92, 56"
6134,"flower","1133","1","Serbocroatian","CVET","1"
6135,"flower","1133","1","Slovak","KVET","1"
6136,"flower","1133","1","Slovenian","CVET, RAZE","1"
6137,"flower","1133","1","Ukrainian","KVITKA, CICKA","1"
6138,"flower","1133","56","Old_Church_Slavonic","cvětŭ","44, 28"
6139,"flower","2641","48","Tocharian_A","pyāpi","28"
6140,"flower","2641","48","Tocharian_B","pyāpyo","28"
6141,"flower","2642","48","Vedic_Sanskrit","púṣpam","28"
6142,"flower","2642","48","Kashmiri","POSH","1"
6143,"flower","2643","48","Latvian","puk̜e","28"
6144,"flower","2644","47","Ancient_Greek","ántʰos","32, 118"
6145,"flower","3231","56","Iron_Ossetic","didinɐg","122"
6146,"flower","3231","56","Digor_Ossetic","dedenɐg","122"
6147,"flower","3351","56","Armenian_Mod","CATIK","1, 79"
6148,"flower","3351","56","Classical_Armenian","całik","28"
6159,"fly","224","1","Danish","ˈfly:və","1, 97"
6160,"fly","224","1","Dutch_List","'vliɣə(n)","1, 95"
6161,"fly","224","1","English_ST","flaɪ ","1, 94"
6162,"fly","224","1","Faroese","FLUGVA","1"
6163,"fly","224","1","Flemish","VLIEGEN","1"
6164,"fly","224","1","German_ST","'fli:gn̩","1, 96"
6165,"fly","224","1","Icelandic_ST","ˈfljuːa","1"
6166,"fly","224","1","Riksmal","fɽyː, fly:","1"
6167,"fly","224","1","Swedish_List","'fly:ga","1, 121"
6168,"fly","224","1","Swedish_Up","FLYGA","1"
6169,"fly","224","1","Swedish_VL","FLYG","1"
6170,"fly","224","56","Luxembourgish","fléien",""
6171,"fly","224","56","Old_English","flīegþ","28"
6172,"fly","224","56","Old_Norse","fljúga","4, 28"
6173,"fly","224","56","Gothic","*flaugjan","18"
6174,"fly","224","56","Old_High_German","fliugit","28"
6175,"fly","400","1","Albanian_C","FLUTURON","1"
6176,"fly","400","1","Albanian_K","FURTULON","1"
6177,"fly","400","1","Albanian_Top","FLUTURON, AOR. FLUTUROVA","1"
6178,"fly","776","1","Bengali","ORA","1"
6179,"fly","776","1","Gujarati","URWU","1"
6180,"fly","776","1","Hindi","ʊɽ.na:","1, 114"
6181,"fly","776","1","Kashmiri","WUPHUN, WUDUN","1"
6182,"fly","776","1","Lahnda","UDDEN","1"
6183,"fly","776","1","Marathi","uɖ'ɳe","1, 98"
6184,"fly","776","1","Nepali_List","URNU","1"
6185,"fly","776","56","Assamese","uru","24"
6186,"fly","776","56","Bihari","urəb","29"
6187,"fly","776","56","Oriya","uṛ-","24, 23"
6188,"fly","776","56","Marwari","uḍaṇō","11"
6189,"fly","776","56","Urdu","ʔʊɽnə","62"
6190,"fly","776","56","Sindhi","uḍ̄āmaṇu","30"
6191,"fly","880","1","French","vɔle","1, 91"
6192,"fly","880","1","Italian","vo'lare","1, 90"
6193,"fly","880","1","Ladin","SVOLER","1"
6194,"fly","880","1","Portuguese_ST","vuˈaɾ","1, 108"
6195,"fly","880","1","Provencal","VOULA, RAUBA","1"
6196,"fly","880","1","Romanian_List","a zbura","1"
6197,"fly","880","1","Sardinian_C","BOLAI","1"
6198,"fly","880","1","Sardinian_L","BOLARE","1"
6199,"fly","880","1","Sardinian_N","VOLARE","1"
6200,"fly","880","1","Spanish","bo'laɾ","1, 120"
6201,"fly","880","1","Walloon","VOLER","1"
6202,"fly","880","56","Latin","volāre","17, 28, 27"
6203,"fly","880","56","Friulian","svolâ","88"
6204,"fly","1005","1","Breton_List","NIJAL","1"
6205,"fly","1005","1","Breton_SE","NEIJAL","1"
6206,"fly","1005","1","Breton_ST","'ni:ʒal","1, 125"
6207,"fly","1005","56","Cornish","nijal","42, 34"
6208,"fly","1134","1","Bulgarian","lɛˈtjɐ","1, 110"
6209,"fly","1134","1","Byelorussian","LETAC'","1"
6210,"fly","1134","1","Czech","lɛːtat","1, 110"
6211,"fly","1134","1","Czech_E","LETAT","1"
6212,"fly","1134","1","Lithuanian_ST","LEKTI","1"
6213,"fly","1134","1","Lusatian_L","LESES","1"
6214,"fly","1134","1","Lusatian_U","LECEC","1"
6215,"fly","1134","1","Macedonian","LETNE, ZAREE","1"
6216,"fly","1134","1","Polish","LECIEC","1"
6217,"fly","1134","1","Russian","lʲe'tʲetʲ","1, 92, 56"
6218,"fly","1134","1","Serbocroatian","LETETI","1"
6219,"fly","1134","1","Slovak","LETET","1"
6220,"fly","1134","1","Slovenian","LETETI","1"
6221,"fly","1134","1","Ukrainian","LITATY","1"
6222,"fly","1134","56","Old_Church_Slavonic","po-letitŭ","44, 28"
6223,"fly","1486","1","Greek_ML","PETO","1"
6224,"fly","1486","1","Greek_Mod","pe̞ˈto̞","1, 111"
6225,"fly","1486","1","Welsh_C","HEDFAN","1"
6226,"fly","1486","1","Welsh_N","HEDEG, HEDFAN","1"
6227,"fly","1486","47","Ancient_Greek","pétoma:ɪ","32, 118"
6228,"fly","1486","47","Vedic_Sanskrit","pátati","28"
6229,"fly","1486","47","Hittite","pittai","28"
6230,"fly","1486","79","Armenian_Mod","tʰərˈʧʰɛl","1, 106"
6231,"fly","1486","48","Armenian_List","TURCHIL","1"
6232,"fly","1486","56","Classical_Armenian","tʰṙčʰi","28"
6233,"fly","1706","1","Irish_A","EITILT","1"
6234,"fly","1706","56","Scots_Gaelic","itealaich","61"
6235,"fly","1993","1","Persian_List","PARVAZ KARDAN","1"
6236,"fly","1993","1","Tadzik","PARVOZ KARDAN","1"
6237,"fly","1993","83","Waziri","WRATEL","1"
6238,"fly","1993","83","Afghan","ALVOTEL","1"
6239,"fly","2273","56","Lithuanian_ST","‘sʲkʲɾʲɪsʲtʲɪ","1, 115"
6240,"fly","2273","56","Latvian","skrìen","28"
6241,"fly","2273","48","Old_Prussian","skreītwei","33"
6242,"fly","2504","48","Tocharian_B","pluṣäṃ","28"
6243,"fly","2504","48","Tocharian_A","plawar","28"
6244,"fly","3259","56","Iron_Ossetic","tɐχ-","122"
6245,"fly","3259","56","Digor_Ossetic","tɐχ-","122"
6258,"fog","42","1","Afghan","MIH","1"
6259,"fog","42","1","Armenian_List","MEK","1"
6260,"fog","42","1","Bulgarian","mɤˈɡla","1, 110"
6261,"fog","42","1","Byelorussian","IMHLA","1"
6262,"fog","42","1","Czech","ml̩ɦa","1, 110"
6263,"fog","42","1","Czech_E","MHLA","1"
6264,"fog","42","1","Flemish","MIST","1"
6265,"fog","42","1","Latvian","MIGLA","1"
6266,"fog","42","1","Lithuanian_ST","MIGLA","1"
6267,"fog","42","1","Lusatian_L","MLA","1"
6268,"fog","42","1","Lusatian_U","MHLA","1"
6269,"fog","42","1","Macedonian","MAGLA","1"
6270,"fog","42","1","Persian_List","MEH","1"
6271,"fog","42","1","Polish","mɡwa","1, 107"
6272,"fog","42","1","Serbocroatian","MAGLA","1"
6273,"fog","42","1","Slovak","HMLA","1"
6274,"fog","42","1","Slovenian","MEGLA","1"
6275,"fog","42","1","Ukrainian","MRJAKA","1"
6276,"fog","42","47","Old_English","mist","28"
6277,"fog","42","47","Old_Church_Slavonic","mĭgla","28"
6278,"fog","42","47","Vedic_Sanskrit","mih-","28, 41"
6279,"fog","42","1","Dutch_List","mɪst","1, 95"
6280,"fog","42","48","Ancient_Greek","ὀμίχλη","32"
6281,"fog","42","48","Armenian_Mod","məˈʃuʃ","1, 106"
6282,"fog","42","48","Singhalese","MIOUMA","1"
6283,"fog","42","99","Greek_Mod","o̞ˈmixli","111"
6284,"fog","42","56","Iron_Ossetic","miʁ","122"
6285,"fog","42","56","Digor_Ossetic","meʁɐ","122"
6286,"fog","42","56","Classical_Armenian","mêg","28"
6287,"fog","401","1","Albanian_G","MJEGULLA","1"
6288,"fog","401","1","Albanian_Top","MJERGUL","1"
6289,"fog","1006","1","Breton_SE","BRUMEN","1"
6290,"fog","1006","1","Breton_List","BRUMENN","1"
6291,"fog","1006","1","Breton_ST","'brỹmɛn","1, 125"
6292,"fog","1006","48","Catalan","BAIXA","1"
6293,"fog","1315","1","Danish","d̥ʰɔ:wə","1, 97"
6294,"fog","1315","1","Faroese","ˈtoːka","1"
6295,"fog","1315","1","Icelandic_ST","ˈθɔːka","1"
6296,"fog","1315","1","Riksmal","TAKE","1"
6297,"fog","1315","1","Swedish_List","TJOKA","1"
6298,"fog","1315","1","Swedish_Up","TJOCKA","1"
6299,"fog","1315","47","Old_Norse","Þoka","4, 28"
6300,"fog","1394","1","French","bʀujaʀ","1, 91"
6301,"fog","1394","1","Walloon","BROULIARD","1"
6302,"fog","1604","1","Gujarati","DHUMMES","1"
6303,"fog","1604","1","Lahnda","DHUNDH","1"
6304,"fog","1604","1","Marathi","'dʰuka","1, 98"
6305,"fog","1604","56","Urdu","d̪ʰʊ̃d̪","62"
6306,"fog","1604","48","Bihari","dhũin","29"
6307,"fog","1663","1","Hindi","KOHRA","1"
6308,"fog","1663","1","Nepali_List","KUIRO","1"
6309,"fog","1663","56","Oriya","kuhuḍi","24"
6310,"fog","1663","56","Assamese","kuɔli","24"
6311,"fog","1663","48","Vedic_Sanskrit","kujjhaṭi","39, 41"
6312,"fog","1707","1","Irish_A","CEO","1"
6313,"fog","1707","56","Scots_Gaelic","ceò","61"
6314,"fog","1707","56","Old_Irish","céo","28"
6315,"fog","2150","1","Welsh_C","NIWL","1"
6316,"fog","2150","1","Welsh_N","NIWL","1"
6317,"fog","2150","56","Cornish","niul","15, 42"
6318,"fog","2150","47","Latin","nebula","17, 28, 27"
6319,"fog","2150","47","Italian","'nebbja","1, 90"
6320,"fog","2150","47","Provencal","NEBLO","1"
6321,"fog","2150","47","Sardinian_N","NEULA","1"
6322,"fog","2150","47","Sardinian_L","NEULA","1"
6323,"fog","2150","47","Sardinian_C","NEBBIA","1"
6324,"fog","2150","47","Spanish","'njeβla","1, 120"
6325,"fog","2150","47","Portuguese_ST","nɨvuˈejɾu","1, 108"
6326,"fog","2150","47","German_ST","'ne:bl̩","1, 96"
6327,"fog","2150","47","Luxembourgish","Niwwel",""
6328,"fog","2150","47","Dutch_List","'nevəl","1, 95"
6329,"fog","2150","47","Romanian_List","NEGURA","1"
6330,"fog","2150","47","Vlach","NEGURE","1"
6331,"fog","2150","56","Old_High_German","nebul","28"
6332,"fog","2276","56","Breton_ST","'latar","1, 125"
6333,"fog","2276","56","Breton_List","LATAR","1"
6334,"fog","2278","47","Swedish_Up","DIMMA","1"
6335,"fog","2278","47","Swedish_VL","DIMA","1"
6336,"fog","2278","47","Swedish_List","DIMMA","1"
6337,"fog","2278","56","Avestan","dunma","28"
6338,"fog","2663","48","Greek_ML","POUSI","1"
6339,"fog","2664","47","Romanian_List","NEGURA","1"
6340,"fog","2664","47","Vlach","NEGURE","1"
6341,"fog","2665","48","Greek_Mod","KATAKHNYA","1"
6342,"fog","2665","48","Romani","KATAXNYA","1"
6343,"fog","2666","47","Breton_List","LUGENN","1"
6344,"fog","3169","56","Ladin","TSCHIERA","1"
6345,"fog","3169","56","Romansh","tschajera","89"
6346,"fog","3169","56","Romanian_List","ˈʧe̯a.ʦə","1, 112"
6369,"foot","43","1","Afghan","PSA","1"
6370,"foot","43","1","Waziri","PSHA","1"
6371,"foot","225","1","Armenian_List","VODK","1"
6372,"foot","225","1","Armenian_Mod","votkʰ","1, 106"
6373,"foot","225","1","Baluchi","PHADH","1"
6374,"foot","225","1","Bengali","pa","1, 114"
6375,"foot","225","1","Catalan","pɛuw   ","1, 116"
6376,"foot","225","1","Danish","foð","1, 97"
6377,"foot","225","1","Dutch_List","vut","1, 95"
6378,"foot","225","1","English_ST","fʊt ","1, 94"
6379,"foot","225","1","Faroese","ˈfɔutʊr","1"
6380,"foot","225","1","Flemish","VOET","1"
6381,"foot","225","1","French","pje","1, 91"
6382,"foot","225","1","Frisian","fuət","1, 119"
6383,"foot","225","1","German_ST","fu:s","1, 96"
6384,"foot","225","1","Greek_ML","PODI","1"
6385,"foot","225","1","Greek_Mod","ˈpo̞ði","1, 111"
6386,"foot","225","1","Hindi","PER","1"
6387,"foot","225","1","Icelandic_ST","ˈfouːtʏr","1"
6388,"foot","225","1","Italian","'pjɛde","1, 1, 90"
6389,"foot","225","1","Kashmiri","PAR, PAD, PURU","1"
6390,"foot","225","1","Ladin","PE","1"
6391,"foot","225","1","Lahnda","PAER","1"
6392,"foot","225","1","Marathi","paj","1, 98"
6393,"foot","225","1","Persian_List","pɒ","1, 114"
6394,"foot","225","1","Portuguese_ST","pɛ","1, 108"
6395,"foot","225","1","Provencal","pɛ","1, 89"
6396,"foot","225","1","Romanian_List","piˈʧjor","1, 112"
6397,"foot","225","1","Sardinian_C","PEI","1"
6398,"foot","225","1","Sardinian_L","PE","1"
6399,"foot","225","1","Sardinian_N","PEDE","1"
6400,"foot","225","1","Singhalese","KAKULA, PAYA","1"
6401,"foot","225","1","Spanish","pje","1, 120"
6402,"foot","225","1","Swedish_List","fuːt","1"
6403,"foot","225","1","Swedish_Up","FOT","1"
6404,"foot","225","1","Swedish_VL","FOT","1"
6405,"foot","225","1","Tadzik","pɔ:","1, 114"
6406,"foot","225","1","Vlach","CORU","1"
6407,"foot","225","1","Wakhi","PUED","1"
6408,"foot","225","1","Walloon","PI","1"
6409,"foot","225","58","Hittite","patas","28"
6410,"foot","225","58","Tocharian_A","pe","28, 76"
6411,"foot","225","58","Tocharian_B","paiyye","28"
6412,"foot","225","56","Ancient_Greek","poː́s","32, 118"
6413,"foot","225","56","Oriya","padɔ","24, 23"
6414,"foot","225","58","Vedic_Sanskrit","pā́t","28"
6415,"foot","225","56","Old_English","fōt","28"
6416,"foot","225","56","Gothic","fōtus","28"
6417,"foot","225","56","Old_Norse","fótr","4, 28"
6418,"foot","225","56","Latin","peːs","17, 28, 27, 123"
6419,"foot","225","56","Luxembourgish","Fouss",""
6420,"foot","225","56","Urdu","pɑũ, peɾ","62"
6421,"foot","225","56","Sindhi","peru","38"
6422,"foot","225","56, 56","Gujarati","PEG","1"
6423,"foot","225","56","Marwari","pag","11"
6424,"foot","225","56","Bihari","pyaer","29"
6425,"foot","225","56","Kurdish","pê","64"
6426,"foot","225","1","Nepali_List","PAU","1"
6427,"foot","225","56","Romansh","pe","89"
6428,"foot","225","56","Friulian","pît","88"
6429,"foot","225","56","Avestan","pāδa (du.)","28"
6430,"foot","225","56","Old_High_German","fuoz","28"
6431,"foot","225","28","Classical_Armenian","otn","28"
6432,"foot","225","28","Lycian","pede","28"
